title,author,categories,description,language,pageCount,averageRating,ratingsCount,publisher,publishedDate
The Purloined Letter,Edgar Allan Poe,,"""The Purloined Letter"" is a short story by American author Edgar Allan Poe. It is the third of his three detective stories featuring the fictional C. Auguste Dupin, the other two being ""The Murders in the Rue Morgue"" and ""The Mystery of Marie Rog�t"". These stories are considered to be important early forerunners of the modern detective story. It first appeared in the literary annual The Gift for 1845 (1844) and was soon reprinted in numerous journals and newspapers.The unnamed narrator is discussing with the famous Parisian amateur detective C. Auguste Dupin some of his most celebrated cases when they are joined by the Prefect of the Police, a man known as G-. The Prefect has a case he would like to discuss with Dupin.A letter has been stolen from the boudoir of an unnamed woman by the unscrupulous Minister D-. It is said to contain compromising information. D- was in the room, saw the letter, and switched it for a letter of no importance. He has been blackmailing his victim.The Prefect makes two deductions with which Dupin does not disagree:The contents of the letter have not been revealed, as this would have led to certain circumstances that have not arisen. Therefore, Minister D- still has the letter in his possession.The ability to produce the letter at a moment's notice is almost as important as actual possession of the letter. Therefore, he must have the letter close at hand.The Prefect says that he and his police detectives have searched the Ministerial hotel where D- stays and have found nothing. They checked behind the wallpaper and under the carpets. His men have examined the tables and chairs with magnifying glasses and then probed the cushions with needles but have found no sign of interference; the letter is not hidden in these places. Dupin asks the Prefect if he knows what he is seeking and the Prefect reads off a minute description of the letter, which Dupin memorizes. The Prefect then bids them good day.Subject:poe edgar allan purloined and the price vincent collection barnes letter books complete a letters noble poetry book by audio poems anthology e stern illustrated of nobles detective mystery basil rathbone",en,88,,,,2017-12-29
Martin Chuzzlewit,Charles Dickens,Fiction,"Resultado de casi un año de viaje por Italia en 1844, las Estampas de Italia (1846) de Dickens no pretenden ser –como muchos otros libros de viajes de la época– una amalgama de historia y notas topográficas, sino un vibrante fresco de los lugares visitados. Agudísimo observador, Dickens se siente atraído por la desolación de los pueblos y ciudades, la vida callejera llena de colores y olores, y los signos, visibles en todas partes a través de las ruinas y la degradación, de un rico pasado. Registra la simultaneidad de tiempos históricos: cómo un pilar romano se halla coronado por la imagen de un santo cristiano, o cómo obeliscos y columnas se emplean para construir graneros y establos. Dickens describe con una prosa no exenta de pinceladas humorísticas las ceremonias de Semana Santa en Roma, o las fiestas en honor de un santo local.. Crítico con todo lo que se le antoja falsa piedad y culto a las apariencias, no oculta sin embargo su fascinación por la expresividad y la bulliciosa vida italianas, pues “cada fragmento de sus templos caídos y cada piedra de sus palacios desiertos” hace al mundo mejor.",es,250,,,ALBA Editorial,2013-12-15
The Pit and the Pendulum,Edgar Allan Poe,Fiction,"En ""El pozo y el péndulo"", de Edgar Allan Poe, un prisionero de la Inquisición española se enfrenta a torturas psicológicas y físicas en una oscura celda. Lucha por sobrevivir a trampas mortales, incluyendo un péndulo afilado y un pozo profundo, utilizando su ingenio para escapar.",es,35,,,SAMPI Books,2024-01-25
Lost Illusions,Honoré de Balzac,Fiction,"En la época en que comienza esta historia, la prensa de Stanhope y los rodillos distribuidores de tinta no estaban aún en uso en las pequeñas imprentas de provincias. En Angulema, a pesar de la especialidad que la mantiene en contacto con las tipografías parisienses, se seguía utilizando prensas de madera, a las que la lengua debe la expresión «hacer gemir las prensas», hoy caída en desuso. La vieja imprenta utilizaba todavía las balas de cuero, entintadas, con las que uno de los prensistas impregnaba los tipos. La plataforma móvil en la que se coloca la «forma» llena de letras, sobre la cual se aplica la hoja de papel, era aún de piedra y justificaba su nombre de «mármol». Las voraces prensas mecánicas han hecho hoy olvidar hasta tal punto este mecanismo, al que debemos, pese a su imperfección, los bellos libros de los Elzevir, Plantin, Aldo y Didot, que se hace necesario mencionar el viejo utillaje por el que Jérôme-Nicolas Séchard sentía un afecto supersticioso, porque desempeña su papel en esta pequeña gran historia.",es,86,,,BoD - Books on Demand,2023-06-09
A Christmas Carol,Charles Dickens,Fiction,"Si me salía con la mía, cada idiota que anda con Feliz Navidad en sus labios, sería hervido con su propio budín, y enterrado con una estaca de acebo en su corazón. ¿Feliz Navidad? ¡Bah embaucado!Introducción y epílogo por Joe WheelerPara la amarga y miserable Ebenezer Scrooge, la Navidad es solo otro día. Pero todo eso cambia cuando aparece el fantasma de su socio comercial muerto hace mucho tiempo, advirtiéndole a Scrooge que cambie sus formas antes de que sea demasiado tarde.Como parte de la colección Focus on the Family Great Stories, esta edición presenta una introducción en profundidad y preguntas de discusión de Joe Wheeler para proporcionar una mayor comprensión al lector de hoy. ""A Christmas Carol"" captura el corazón de las vacaciones como ninguna otra novela.",es,175,,,Zeuk Media,2020-03-24
Dead Souls,Nikolai Gogol,Fiction,"Since its publication in 1842, Dead Souls has been celebrated as a supremely realistic portrait of provincial Russian life and as a splendidly exaggerated tale; as a paean to the Russian spirit and as a remorseless satire of imperial Russian venality, vulgarity, and pomp. As Gogol's wily antihero, Chichikov, combs the back country wheeling and dealing for ""dead souls""--deceased serfs who still represent money to anyone sharp enough to trade in them--we are introduced to a Dickensian cast of peasants, landowners, and conniving petty officials, few of whom can resist the seductive illogic of Chichikov's proposition. This lively, idiomatic English version by the award-winning translators Richard Pevear and Larissa Volokhonsky makes accessible the full extent of the novel's lyricism, sulphurous humor, and delight in human oddity and error.",en,432,5,1,Vintage,2011-06-22
The Charterhouse of Parma,Stendhal,Fiction,"The Charterhouse of Parma (1839) is a compelling novel of passion and daring, of prisons and heroic escape, of political chicanery and sublime personal courage. Set at the beginning of the nineteenth century, amidst the golden landscapes of northern Italy, it traces the joyous but ill-starred amorous exploits of a handsome young aristocrat called Fabrice del Dongo, and of his incomparable aunt Gina, her suitor Prime Minister Mosca, and Clélia, a heroine of ethereal beauty and earthly passion. These characters are rendered unforgettable by Stendhal's remarkable gift for psychological insight. `Never before have the hearts of princes, ministers, courtiers, and women been depicted like this,' wrote Honoré de Balzac. `Stendhal's tableau has the dimensions of a fresco but the precision of the Dutch masters.' The great achievement of The Charterhouse of Parma is to conjure up the excitement and romance of youth while never losing sight of the harsh realities which beset the pursuit of happiness, nor the humour and patient irony with which these must be viewed. This new translation captures Stendhal's narrative verve, while the Introduction explores the novel's reception and the reasons for its enduring popularity and power.",en,564,2.5,3,"Oxford University Press, USA",1999
The Fall of the House of Usher,Edgar Allan Poe,Fiction,"En ""La caída de la casa Usher"" de Edgar Allan Poe, un visitante llega a la siniestra mansión Usher para encontrar a Roderick Usher sumido en una profunda desesperación por la enfermedad de su hermana, Madeline. Tras su misteriosa muerte y entierro, tensiones y horrores sobrenaturales culminan en el trágico derrumbamiento de la casa y sus habitantes.",es,39,,,SAMPI Books,2024-02-07
The Life and Adventures of Nicholas Nickle by,Charles Dickens,,,en,,,,,1839
Oliver Twist,Charles Dickens,Fiction,"Con Oliver Twist da inicio Charles Dickens a la literatura dedicada especialmente a los adolescentes.Poseyendo un marcado componente autobiográfico, esta novela relata las aventuras de un niño que debe desenvolverse en un mundo inhóspito, donde tanto la bondad como la maldad son pan de cada día; pero demuestra también que se tienen principios éticos sólidos, es posible revertir el infortunio y alcanzar mejores condiciones de vida. Una hermosa y sensible historia, cuyos personajes reflejan la problemática social presente en todas las épocas. Oliver Twist es considerada como una de las novelas más importantes del siglo XIX y todo un clásico de la literatura inglesa.",es,640,,,Greenbooks editore,2020-10-20
